label,text,text_length
4.0,nói không đúng và không đủ,26
4.0,mình thắc_mắc là vnch lấy đâu lắm quân vậy ạ,44
3.0,chúc chú thật nhiều sức_khỏe ạ vô_cùng biết_ơn chú và đồng_đội đã cho chúng cháu tự_do hôm_nay,94
4.0,sao lại gọi là nóc nhà của đông_dương nhỉ nghe lạ_tai quá cứ tưởng nóc nhà của đông_dương là phan_si_păng chứ bạn ơi,116
1.0,nhantam8338 họ nhà nó làm chứ không riêng bố nó,47
2.0,cha_ông ta thật quá vĩ_đại,26
4.0,bạn có biết tháp_nước thị_xã quảng_trị chỗ nào không chốt trên đó là đv nào,75
1.0,trieuthienloi9404 bạn đã ăn vào thăm thành cổ quảng_trị chưa ngồi một chỗ suy_đoán vớ_vẩn,89
3.0,xịn cảm_ơn bạn đã cho chúng_tôi xem những thước phim hay của bộ_đội chiến_sỹ đã đã hýi h đó bao mẫu xuong để_dành lại nền độc_lập tự_do của dân_tộc việt_nam_ta chúng con đói đói ghì nhớ công_ơn của các anh_hùng liệt_sỹ các gia_đình có công với cách_mạng,253
3.0,tôi yêu việt_nam các cụ ngày_xưa giỏi quá tự_hào tôi là người vn,64
3.0,uh mong lớp trẻ bây h luôn nhớ ơn các anh_hùng đã hi_sinh vì đất_nước,69
1.0,các bố nói_phét ít thôi không có quân đ𝕠 𝕚 𝕞𝕒 𝕟𝕙 𝟙 𝕞𝕚 𝕟𝕙 𝕠 𝕟𝕘 𝕒 𝕪 𝕝𝕞 𝕘𝕚 đ𝕦 𝕠 𝕔,78
0.0,ông làm video mà không đưa dẫn_chứng số_liệu của ông đưa không có cơ_sở tôi thấy ông bình_luận theo hướng 1 chiều quá,117
3.0,cảm_ơn cha_ông đã hy_sinh công_sức bảo_vệ tổ_quốc của chúng con vietnam vietnam_vietnam,87
2.0,không may ngày_xưa vnch là quân_lực hạng 4 thế_giới chứ không là cha_ông ta ngày_xưa là giải_phóng lâu rồi,106
2.0,ông tên gì vậy ông ngoại mình ngày ấy cũng đánh trận này sư 320,63
3.0,thòi sử kênh rất hay,20
2.0,bộ_đội cụ hồ là những người anh_hùng trong lòng nhân_dân việt_nam,65
4.0,ông nội quê ờ đâu,17
0.0,tiếng anh của ad dở_ẹc,22
1.0,tranchinh523 thì bh miền bắc là tay_sai của trung rồi còn gì,60
0.0,2 trận đấy mình buộc phải đánh phải đánh thì mới bắt mỹ_kí hiệp_định để rút quân chứ đánh cả mỹ lẫn vnch thì nó không thắng được mình nhưng mình cungc không ăn nổi,163
3.0,rất hay thế mới biết sức_mạnh và nghệ_thuật của quân giải_phóng,63
1.0,buiviethoang6184 sao bạn nghĩ không_thể nếu một_mình mỹ thì không có cửa thật nhưng nó có đồng_minh đặc_biệt là úc với hàn thứ 2 là chiến_tranh triều_tiên đã cho thấy rằng nếu dồn việt_nam vào đường cùng thì việc tq hay lx tham_gia trực_tiếp đặc_biệt là tq là hoàn_toàn có_lý,275
4.0,what thinking_face thinking_face thinking_face thinking_face thinking_face thinking_face thinking_face thinking_face thinking_face,130
2.0,quá khâm_phục tự_hào các chiến_sỹ quân_đội việt_nam chiến_trường quảng_trị khốc_liệt quá tưởng_tượng,100
2.0,nếu vào hà_nội thì quân_đoàn 2 rút từ cam về một mặt tấn_công còn một mặt quân ta chặn đánh ở lạng_sơn thì trung_quốc sẽ bị kẹp ở giữa và bị toi là chắc lên nghe thấy tút quân từ campuchia về sợ chạy mất dép,207
1.0,nguyentronghien9360 tư_duy thấp_kém hiểu_biết lịch_sử nông_cạn,62
2.0,quethao5478 kênh jhgo và ngược dòng lịch_sử khá hài nên xem nhé nếu bạn yêu thích sử,84
1.0,họ ăn cháo đá bát vắt chanh bỏ vỏ,33
4.0,có ai biết tên ngô xuân trưởng đâu rồi không,44
2.0,1 chấp 3 luôn à bác lúc ý các bác có sợ không ạ các bác kiên_cường lắm nể thật,78
2.0,1 vi tướng viet đánh_bại 5 vi tướng châu âu phai thán_phục do chj có tướng vo nguyên giáp,89
3.0,hoan_hô anh giải_phóng_quân kính chào anh con_người đẹp nhất,60
0.0,cuongtran qx2gy xloi bạn nhưng mình buồn_cười thực_sự đấy gần 2 tháng đánh nhau mà có đoàn quân_lương mà 1 bên thì tự_tin sẽ không bị đánh 1 bên thì không nghĩ đến việc nhảy_dù chả hiểu đánh_đấm kiểu gì,202
2.0,xem càng yêu lịch_sử nhiều hơn thấy được sự tàn khóc nhiều hơn lại thương quân và dân mình khâm_phục xen_lẫn tự_hào những cống_hiến xương_máu của lớp cha_ông quá,161
2.0,tư hào là người con đất việt một thế_hệ ông_cha thật kien cường bất_khuất,73
3.0,thằg thiệu sợ chết run rolling_on_the_floor_laughing như ôg tướng tưởng kia thì ngon,84
1.0,người mỹ đã bán_đứng quân_đội vnch tất_cả các cứ_điểm hỏa_tập của vnch đều bị mỹ bán cho thằng tầu cộng đau_thương cho vnch,123
3.0,pháp lại hỏi mỹ về đánh vn thì thua là đúng rồi,47
1.0,sangnguyen rf4ob nói về khoản đu càng vượt biển lưu_vong thì nguyễn ái_quốc là người đầu_tiên ở vn khi hắn xuống tàu pháp trốn khỏi vn có người nói hắn yêu nước mà đi tìm đường cứu nước đúng là cười vãi yêu nước mà cưới con vợ tàu khựa tăng tuyết minh năm 1926 ở quảng châu yêu nước mà nhận tàu khựa làm chỗ dựa cho cách_mạng vn thế có khác gì đi_cầu_cạnh hỗ dữ giúp bảo_vệ đàn dê cười vãi,389
2.0,sau thất_bại của pháp tại điện biên phủ quê_hương tôi mỹ tính trả_thù cho pháp và cũng như nuốt việt nam nhưng cuối_cùng mới nhận ra việt nam xương_xẩu không nhai nổi rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,256
1.0,ak mà chưa chết ak già sắp toi mà lắm_mồm quá,45
2.0,cái thớt của việt_bắc hay đúng hơn là đầu_bếp,45
1.0,chiến_trường vn là nỗi nhục của đế_quốc mỹ ngày_nay nhúm người 3 que sang mĩ để ăn_vạ bắt_đền mỹ vẫn dương cái cờ 3 que lên để làm_nhục nc mỹ mà cứ nghĩ mình làm_chủ nước mỹ_cơ đấy nhìn đám ấy thương_hại vãi rolling_on_the_floor_laughing,237
4.0,f về ah lê v,12
1.0,nó sao dám chơi vũ_khí hạt_nhân nga tq tham_chiến ngay lúc đó lại trở_thành ww3,79
2.0,việt_nam thắng mỹ và vnch thì 80 là nhờ công_tác tình_báo và điệp_viên nằm_vùng mọi kế_hoạch tác_chiến của mỹ và vnch đều bị quân giải_phóng biết trước từng đường đi nước bước nếu không tổn_thất sẽ còn lớn hơn rất nhiều,219
1.0,thai sơ la sai vn danh cam tham thê dag manh tan cong bat ngo tro tay không kip my dup thai lang vn chet nhu ra tinh chinh sat 100 100 gi og ta cam quan ma,155
3.0,vietnam red_exclamation_mark desktop_computer telephone_receiver check_mark nay kính công_khai tất_cả vietnam red_exclamation_mark desktop_computer telephone_receiver check_mark thôi mô phật vietnam red_exclamation_mark telephone_receiver desktop_computer check_mark,266
1.0,qđ thái_lan chỉ giỏi đảo_chính chứ hễ nói gặp qđndvn là hắn đã hết_vía kể_cả khi được mỹ yểm_trợ máy_bay xe_tăng pháo_binh tối_đa,129
2.0,thật tuyệt_vời bộ_đội cụ hồ,27
2.0,tự_hào là quân_đội nhân_dân việt_nam call_me_hand call_me_hand call_me_hand call_me_hand call_me_hand call_me_hand red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,234
0.0,congpham kj2gu bố mình ra_quân bị_thương_binh nhưng xin chuyển ngành nên không có chế_độ gì bạn ak,98
1.0,đúng rồi cả mỹ và phe đồng_minh còn không lại với quân giải_phóng chứ mấy ông ngụy_tham sống sợ chết này thì đánh mấy hồi,121
4.0,tre luồng mà làm pháo giả thì tây lông biết thế_nào được,56
1.0,ainguyen ut3le không phải thế_giới mà là những nc mạnh 4 5 nc hội_đồng bảo_an lhq đã xâm_lược vn,96
0.0,trong chiến_dịch này đảng_ta đã phải hy_sinh ít_nhất 50 ngàn bộ_đội vị thành_niên tất_cả các binh_trạm bệnh_xá dã_chiến kho đạn kho lương_thực của ta đều bị thiêu_huỷ ngoài_ra còn có một_số đồng_chí cấp tướng của bậc thầy tr_quốc cũng mất xác về tay nguỵ đó là một mất_mát lớn_lao cho đảng_ta và đồng_chí tq,307
3.0,cảm_ơn bạn đã nhắc nhưng mà làm_ơn viết rõ ra là quảng_trị được không,69
2.0,bạn thật tự_hào vì có người cha vô_cùng dũng_cảm,48
2.0,nếu theo cách của bạn t nghĩ vm không cần đến 54 ngày_đêm mà chỉ cần chưa đến 1 tháng là đánh xong đbp rồi thứ nhất pháp chỉ kiếm soát được đô_thị lớn ko kiểm_soát được vùng nông_thôn vốn là tuyến đường tiếp_tế cho vm như vậy thả lính_dù sẽ theo kiểu hên xui thứ 2 việc đưa các tiểu_đoàn dù chiến_đấu mà không có sự yểm_trợ của máy_bay và pháo_binh là tự_sát thứ 3 đbp nếu không được tăng_viện thì tinh_thần binh_sĩ pháp sẽ xuống cực thấp tan_vỡ còn nhanh hơn,459
2.0,thời đó tình_báo bắc viêt quá giỏi tướng giáp đã bắt bài đối_thủ từ khi chúng còn chưa kịp ra đòn,97
4.0,điếc hay mù mà còn hỏi,22
4.0,tanle429 quá 70 là dân_thường rồi,33
3.0,nghe hoài mà không chán cám_ơn add nha,38
2.0,chúng_ta có được ngày hôm_nay là ông_cha ta đã bỏ biết_bao_nhiêu xuong máy đã đổ xuống mảnh đất này mới có ngày hôm_nay nên chúng_ta phải tri ân những chiến_sĩ đã ngã xuống giành nền độc_lập cho dân_tộc,202
1.0,nguyentronghien9360 nói tôi bị dốt bị ngu là được rồi nói nhiều quá,67
2.0,ngày giải_phóng đất_nước 30 04 1975 mjh sinh ra 1991 zj giải_phóng đất_nước xong 16 năm mjh mới sinh ra doi,107
0.0,trongtran uu8vt tương_ứng 1 sư_đoàn thiệt_mạng trong 1 ngày anxious_face_with_sweat,83
2.0,mình cũng trong hàng ngủ nhửng chiến_dịch đó thật vô_cùng kinh_khủng giờ nhìn lại mới thấy quá dủng cảm kiên_cường bất_khuất của những người con vn xin chia_sẻ cùng các bạn nhửng tình_cảm yêu_thương,198
2.0,24 04 nổi da_gà thật xạ_thủ bóng_ma,35
1.0,thanhpham tv7lm tàu đểu thiệt_hại một đống vậy là dạy dữ chưa hay sợ,68
4.0,hèn_chi ở an_khê con lai mỹ quá trời,36
0.0,gi4ngz vấn_đề là mình không có ai đủ giỏi văn để biến thành những câu_chuyện,76
2.0,ông ngoại mình ngày còn sống kể rằng ông tham_gia trận đánh ở nhà_hát lớn hà_nội để rút quân lên việt_bắc 1946 sau khi rút quân bộ_đội ta tập_trận bắn mũi_tên giả để đánh về thủ_đô nhưng thấy chết nhiều nên thôi không đánh nữa,226
3.0,người việt bộ_đội vndcch những người xả_thân vì độc_lập tự_do và toàn_vẹn lãnh_thổ đánh nhau với lũ người việt tôn_thờ 3 sọc bưng bô cho ngoại_xâm mơ cuộc_sống vinh thân mà quên thù nhà nợ nước khác nhau chứ nhận_thức có vấn_đề à,229
2.0,tình_báo chỉ góp 50 50 còn lại do tài mưu_lược và tinh_thần chiến_đấu của quân_đội vndcch vietnam dù trang_bị kém hơn,117
2.0,5 ông hội_đồng thường_trực việt_nam vã 4 thằng rồi thiệt tình thì hông muốn chiến_tranh chứ có đánh thì vn chả sợ ai,116
2.0,dưới vỏ bọc là nhân_viên sở công_chánh viêng chăn tống_văn_trinh đã có mối quan_hệ rộng_rãi với viên_chức lào và sứ_quán chính_quyền xài gòn ở thủ_đô viêng_chăn để thu_thập tin_tức về âm_mưu hoạt_động quân_sự trên chiến_trường lào báo cho trung_tâm cục 2 ở hà_nội_chính ông là người đã viết báo_cáo gửi thẳng về hà_nội biết trước kế_hoạch này tận 1 tháng thế mới thấy 1 tình_báo_viên được đào_tạo tốt có_thể cứu hàng ngàn sinh_mạng và thay_đổi cục_diện của cả cuộc_chiến,470
2.0,tụi tướng của pháp tụi tướng của mỹ phải bái_phục bác giáp của việt_nam,71
3.0,ad ơi em đề_cử thêm chiến_dịch quot phản_công đường 9 nam lào quot nũa ạ chiến_dịch đã phá_hủy gần hết lực_lượng tinh_nhuệ của quân_lực việt_nam_cộng_hòa,153
4.0,trung_quốc nó có lợi_thế_là đông quân nên chết bao_nhiêu nó cũng không tiếc,75
2.0,đánh đến khánh_khê gần nhà mình bà với ông ngày_xưa còn đi giúp bộ_đội mở_đường,79
0.0,bác tôi mất ở chiến_trường miền nam năm 79 nhưng không biết được vị_trí cụ_thể nên không_thể đưa bác về cả nước có quá nhiều liệt_sĩ không tìm được hài_cốt và không_thể trở về với quê_hương,189
0.0,đó là con_số trong suốt cuộc kháng_chiến chống mỹ chứ không phải trong trận khe sanh chưa tính tới thương_vong của quân_đội chư_hầu mỹ và vnch tuy_nhiên thì thương_vong về người của quân giải_phóng lớn hơn nhiều của mỹ vì hỏa_lực của mỹ quá khủng_khiếp disappointed_face,270
2.0,đất_nước tôi các chiến_sĩ anh_hùng vừa xem vừa nổi da_gà vừa xúc_động không 1 từ nào diễ tả được sự ngoan_cường của ông_cha ta thương làm_sao thành cổ quản_trị,159
1.0,thangang7627 sinh bắc tử nam thì cũng là trên đất_nước tổ_quốc chứ không vong quốc như những kẻ phản_quốc vnch nhé cu ngụy,122
4.0,co may cau may canh ma tua toi tua lui xem rat nham,51
2.0,khâu tình_báo thật_sự rất ghê_gớm chỉ cần 1 mật tin thay_đổi cả thế_trận face_with_open_mouth,93
3.0,cám_ơn các anh bộ_đội việt_nam thật dũng_cảm và thông_minh,58
3.0,ducwt17 thế_là thắng anh đấy hả face_with_open_mouth nhớ thế_chiến 2 đức_quốc xã mạnh như thế_nào khí_tài quân_sự hàng đỉnh của thế_giới còn khó thắng nổi mà vn thắng anh face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,262
1.0,đất_nước còn nghèo nhà còn nghèo không chịu được khổ bỏ đi giờ còn kêu gi,73
3.0,rat cam on nhung thuoc phim hay huu ich trung thuc co_gia tri den ngan ngan doi sau chung con doi doi nho on den ong cha du tung tac dat que huong,146
3.0,dientran5345_vậy chúng_ta sẽ đánh thuế ước_mơ đó với chúng,58
2.0,3quexolanguyno232 bác hồ từng nói đánh cho mỹ cút đánh cho ngụy_nhào tôn_trọng gì cái thứ bán_nước hại dân,106
2.0,tiếng súng đã vang trên bầu_trời biên_giới trung_quốc bản_chất không bao_giờ thay_đổi chủ_nghĩa bành trướng luôn tin_tưởng vào đảng nhà_nước đối_với khựa vừa hợp_tác vừa đấu_tranh,179
3.0,red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,109
1.0,lộ kế_hoạch tác_chiến sớm đánh_giá sai nhân_lực vũ_khí hợp_đồng tác_chiến của quân giải_phóng không nắm rõ yếu_tố về địa_hình và thời_tiết tại địa_bàn_giao_chiến mỹ thì ảo_tưởng quân_lực vnch chỉ làm đám ăn_hại khi đụng_độ lực_lượng chính_quy của quân ta,254
3.0,hôm_nay là ngày kỷ_niệm 75 năm ngày thương_binh liệt_sỹ 27 7 đời_đời nhớ ơn các anh_hùng liệt_sỹ smiling_face_with_hearts smiling_face_with_hearts,146
3.0,respect cho cha và các bác trong làng bạn cảm_ơn vì đã hy_sinh để cho chúng_ta được vỗ_ngực tự_hào là người vn một lần nữa cúi đầu xin cảm_ơn,141
1.0,hẳn là bọn chúng vẫn chưa quên ải chi_lăng gò_đống_đa,53
4.0,tiến xuống thì không nhưng về được thì chắc_chắn là không nhé em vậy không xuống là còn may cho cả dân_tộc nhà mi nhé em,120
0.0,chiến_dịch hè 1972 hi_sinh rất nhiều crying_face,48
4.0,hồi nhỏ mình đọc sgk lịch_sử cấp 1 với cấp 2 không có bài giảng chi_tiết về trận này hồi nhỏ mình chỉ biết tới chiến_dịch việt_bắc điện_biên_phủ chiến_tranh cục_bộ chiến_tranh đặc_biệt vn_hóa chiến_tranh tết mậu_thân đbp trên không không_thể tin được là một trận đánh khốc_liệt và quan_trọng thế này mà mình lại không biết mãi sau_này lên cấp 3 có đt riêng lên ytb mình mới biết tới,382
4.0,trận này ta đánh với ý_đồ ban_đầu là dùng quân_chủ_lực hút quân_chủ_lực của mỹ quần nhau ở đây để quân gpmn rảnh tay đánh chiếm sg và các tỉnh lân_cận nếu thuận_lợi là gp sg luôn rồi,182
2.0,người mỹ rất thông_minh và phô_trương nhưng người châu á nói_chung và việt nam nói_riêng chỉ giàu không bằng mỹ thôi còn tinh_thần thì rất mạnh_mẽ,146
1.0,trời_ơi trận nầy bộ_đội miền bắc chết không biết là bao_nhiêu mà nói quân ta chiến_thắng b52 mỷ nó bừa không còn con gì trên mặt_đất sống_sót,141
4.0,nếu xuống dc mang đi 10 phần quân lúc về chắc chỉ còn 2 3 phần chưa kể lương_thực tiếp_tế nữa từ thời tống_nguyên minh_thanh đã chứng_minh,138
4.0,lính vnch đánh toàn chạy vì họ không có quyết_tâm cao như bên giải_phóng_quân mặc_dù được trang_bị vũ_khí hiện_đại hơn hẳn chính_phủ nào không được lòng dân thì khó bền vnch là một điển_hình chiến_tranh là mất_mát cho cả hai bên dù là bên nào cũng là người con của mảnh đất hình chữ s,284
1.0,nhục_nhã khi anh_em ruột_thịt đánh nhau,39
4.0,thảo_nào hồi xưa em nghe bác kia nói may_mà tao dùng thép của mĩ làm mâm chứ dùng của tq không biết hỏng từ bao_giờ giờ xem video này mới được giải_đáp,151
1.0,thangchodehochiminh bộ_tộc tam công xuyên diệp đề_nghị ở yên không ai mượn khóc thuê đâu đừng khóc nữa hãy nính đi vì ai cũng biết sự hèn_hạ của bộ_tộc các bạn rồi,163
4.0,họ không suống hn là vì họ chỉ muốn dạy cho vn một bài_học mà thôi ko muốn ỉ mạnh hiếp yếu chứ suống hn chỉ phút mốt các phím thủ lên biêt họ tiêu_diệt được liên_quân 14 nước đấy,178
4.0,đã 55 năm nhìn lại chiến_trường làng vây khe sanh nơi mình cùng đồng_đội đã có một thời tham_chiến,98
2.0,người mỹ họ tham_chiến nhiều nơi nhưng họ không rút ra bài_học từ triều_tiên người bắc_hàn họ dựa vào trung_quốc để đẩy_lùi liên_quân mỹ nên trung_quốc không_thể để cho con_em họ hi_sinh quá nhiều trên đất bắc hàn được nên mới có hàn_quốc và triều_tiên hiện_nay nhưng ở vn người việt không muốn tq hay bất_cứ quân_đội đồng_minh nào tham_chiến trên đất việt_vậy nên một_khi lệnh tổng_động_viên được ban_bố thì không_thể cản được đội quân lên đến cả chục triệu người ngay đến cả trung_quốc đất_nước tỉ dân cũng chưa giám đem sức_mạnh biển người để đè_bẹp vn_trừ khi tẩy_não và thay máu được người dân việt_nam thì lúc đấy mới làm gì ở vn được mà tẩy_não trung_quốc đã làm 1000 năm cũng nhận thất_bại,697
4.0,ta phải chết ở khe_sanh để các người khoe chiến_thắng vinh_dự gì khi phải đổ_máu tại chiến_trường tại_sao không giải_quyết nơi bàn hội_nghị phải_chăng xác của ta bị coi chẳng ra gì bbc trâ n khe_sanh sau 45 năm https www bbc com vietnamese vietnam 2013 07 130708_khe_sanh_battle hỡi_ơi cũng chỉ vì giải_phóng hay phỏng gié hu_hu giải_phóng cho ai và vì ai phần 1 2 1 https www rfa org vietnamese specialtopic april30 1975 liber s vn f who n by who nt 04292011162513 html 2 https www rfa org vietnamese in_depth liber s vn f who n by who 2 nt 04292011170009 html buồn này biết tỏ cùng ai hỏi ra thì rước_họa tai vào mình chỉ vì chủ_nghĩa cộng_sản linh_tinh chết rồi lật mặt địch ta quân mình người việt sát_hại lẫn nhau hu_hu nếu các đồng_chí nhiệt_tâm giúp_đỡ thì chúng_tôi có_thể đỡ hy_sinh 2 3 triệu người miền nam chúng_tôi sẽ chống mỹ đến cùng và chúng_tôi vẫn giữ vững tinh_thần quốc_tế vô_sản star star star,913
1.0,vietnam cong hoa gi vietnam_con cho tai sai thi co,50
4.0,hiepnguyencali cắt chân để chân_không bị hoại_tử rồi băng lại xong cầm súng lên chiến_đấu tiếp rồi mới hi_sinh,110
4.0,người mỹ hình_như sang vn toàn thua không nhỉ không thấy đánh trận nào thắng cả,79
4.0,tụi bây coi máu nhân_dân như nước_lã liên_xô trung_quốc anh_em xhcn sao rồi,75
4.0,địch mạnh ta quấy địch dừng ta đánh địch thoái ta truy ở thành cổ nà quân ta thủ sau khi kí hiệp_định fadi được kí_kết ta đã có tiếng_nói mạnh_mẽ tai hiệp_định và zút quân với tổn_thất lớn person_facepalming person_facepalming thực_za tổn_thất của ta nà di_phái kích của hạm_đội 7 ngoài biển chứ lếu đấu súng thẳng_thừng thì không biết ai ăn ai tích_cực,353
1.0,vì sự hy_sinh của cha_anh chúng_ta chúng_ta không_thể để bọn quan tham tồn_tại chúng thậm_chí không đi bộ_đội ngày nào nhưng chúng muốn ăn ngon mặc đẹp sống như ông_hoàng bà_chúa crying_face,190
4.0,thiệu dư biết nếu để quân giữ hạ_lào 10 ngày thôi_thì ngay lập_tức vnch sẽ mất ngay xài gòn,91
3.0,red_heart việtnam trong tim tôi tôi yêu quê_hương đất_nước tôi việtnam máu đỏ da vàng hoan_hô các chiến_sĩ điện_biên phủ quá giỏi thông_minh các chiến_sĩ bộ_đội cụ hồ hoan_hô đại_tướng võ_nguyên giáp vietnam muôn_năm red_heart red_heart red_heart red_heart red_heart balloon vietnam_grinning_face,296
4.0,ngô_quang_trưởng đã chạy từ ngày 24 thằng ba 1975,49
3.0,bác mình cũng mất ở trận này không tìm thấy thi_thể trước khi ô bà ngoại mất đã đi tìm mãi ma không được ba chua có gđ có người_yêu cả gđ tôi rất buồn loudly_crying_face,169
3.0,bố tôi đã chiến_đấu 3 năm khe sanh 3 năm bên lào và trên cánh đồng chum này,75
4.0,không phải khắt_khe đâu b từ bác hồ hồi đi học câu giáo bảo phải viết hoa như vậy đó b tích_cực,95
4.0,đồng_lòng kháng_chiến việt_nam quê_hương tôi,44
4.0,ngụy_quân ngụy_quyền mới đúng bản_chất của nó,45
4.0,3 54 grinning_face_with_sweat 4 face_with_tears_of_joy red_heart 4 04 am for qcanhac is my oilers season two of 4 04 04,119
4.0,smiling_face_with_sunglasses smiling_face_with_sunglasses smiling_face_with_sunglasses thumbs_up thumbs_up,106
4.0,nên nhớ các tướng linh tư_tưởng tấn_công như bành đức_hoài_hạ_long đều tỏi sau cm văn_hóa vô_sản nên quân_đội tq lúc đó không biết tấn_công chỉ biết phòng_ngự,158
4.0,tất_cả những người lính trước và sau 75 đều biết bạn thac mắc cũng đúng đó là thiếu_sót của lịch_sử và những người tuyen huấn,125
4.0,trận đầu_quân ta bắn trúng kho đạn mỹ nổ mất 2 ngày mới hết 90 đạn_dược của mỹ mất tiếu các cụ nhắm chuẩn vc,108
3.0,đời_đời ghi_nhớ công_ơn của các anh_hùng liệt_sĩ đã quyết_tử cho tổ_quốc quyết_sinh phát_thanh_viên giọng đọc tốt chúc kênh ngày_càng phát_triển,144
4.0,thế b52 cày nát được cả vn không,32
4.0,việt là thia hạ để nhất bậc thủ chỉ thủ không bao_giờ công khi mà chưa chắc_chắn mục_tiêu một_khi đã tung chiêu thì phải chí mạng 100 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,202
4.0,xin_lỗi tất_cả người vn với đất_nước vn sau khi thầy_minh_tuệ xuất_hiện tui mới xem tất_cả gì vn có được với quay về csvn từ_bỏ vnch mỹ trước tháng 5 cứ luôn mang trong người là người vnch để có ngày khởi_nghĩa cùng mỹ nhưng bây_giờ tui mới biết tui là kẻ chả làm gì cho xã_hội nhiều mà còn hại quá nhiều người nhất là phụ_nữ,325
1.0,nói_chung là tao cay thằng trung quốc nhất nó luôn có âm_mưu chia_cắt vn không cho vn ta lớn_mạnh nếu lúc đó chỉ cần thêm 1 vài năm nữa chúng_ta thống_nhất bán_đảo đông dương tiến đánh thái lan thì h việt nam mình khác rồi cay thật,231
4.0,đúng là quá khủng_khiếp nhưng vẫn thua đồi thịt băm,51
4.0,tui thì nghĩ khác tui tin dù có nhiều lý_do nhưng lý_do quan trong nhất làm bành_trướng trung_quốc bttq thua việt_nam vn ta hồi năm 1979 nằm ở điều cốt_lõi niềm tin chúng không tin có_thể thắng vn ta bởi_vì khi đó bành_trướng trung_quốc rất cần mỹ và vẫn sợ mỹ bằng_chứng là hình_ảnh lãnh_đạo cao nhất bttq đặng tiểu_bình khúm_núm cực_kỳ hèn_hạ tới tội_nghiệp trước tổng_thống mỹ jimmy carter mắc cười việt_nam thì đã dạy cho quân xâm_lược mỹ bài_học đánh cho mỹ cút đặng tiểu_bình thì khúm_núm như_vầy trước người mỹ mà còn cứng miệng huyênh hoang dạy cho việt_nam một bài_học thì có ai tin thành_ra đặng tiểu_bình chưa đánh vn thì đã thua rồi thua ngay trong suy_nghĩ lòng tin của chính hắn lại còn để cho tướng hứa_thế_hữu 许 世 友 xu shi you chỉ_huy nữa chứ mà hứa_thế_hữu là con_cháu đề_đốc hứa_thế_hanh đã bị dân_quân vn ta theo vua quang_trung nguyễn_huệ tiêu_diệt chỉ trong vòng có vài ngày hồi tết_kỷ dậu 1789 ở đồn ngọc hồi phía nam_thăng_long hà_nội thì lại thêm trường_hợp con chim bị ná sợ cây cong nữa cho_nên bttq thua vn ta là cái chắc quân bttq đã nắm chắc phần thua ngay cả trước khi ra_quân xâm_lược vn ta hồi năm 1979 biết thua biết bị cả nhân_dân khác với chính_quyền thế_giới khinh_bỉ chửi_rủa nhưng chúng vẫn đánh ta để 1 mua lòng chính_quyền mỹ để mỹ gật đầu rồi sẽ cùng nhật_anh đức giúp chúng công_nghiệp_hóa lòng còn đầy hận_thù hậm_hực muốn trả_thù vn ta vì ta đã đánh cho mỹ cút ngụy_nhào chỉ cách đó mới mấy năm 2 cố thổi thêm hy_vọng đúng_ra là ảo_tưởng sẽ không bị tiêu_diệt hoàn_toàn cho bọn diệt chủng pôt pốt được chút nào hay chút nấy 3 tàn_phá thêm đất_nước vn ta càng nhiều càng tốt làm ta không_thể có ngày_giờ tâm_sức để ổn_định xây_dựng lại rồi phát_triển đất_nước ta đánh_ta chúng đã cầm_chắc phần thua tuy_nhiên phá ta thì chúng cũng có chút thành_công chúng bttq và chính_quyền mỹ lòng đầy hận_thù thêm tà_lọt singapore thái_lan hùa vô đã cùng nhau gây cho nhân_dân và đất_nước vn ta vô_vàn mất_mát nghèo_đói khó_khăn khổ_cực trong một thời_gian kéo_dài 20 năm 1975 1995 ta cám_ơn vũ_khí lương_thực dù có hơi khó nhai khó nuốt nhưng đã giúp ta vượt qua cơn đói không lập lại thảm_cảnh nạn đói năm ất_dậu 1945 và giúp_đỡ mọi mặt từ liên_xô nga đã giúp ta vượt qua giai_đoạn cực_kỳ khó_khăn ngàn cân_treo sợi tóc ấy liên_xô nga đối_với việt_nam_ta có ơn cứu_mạng đừng bao_giờ ta sống kiểu ăn cháo đá bát qua cầu rút ván nhé mọi người,2372
4.0,phải công_nhận rằng tầm nhìn chiến_lược của lãnh_đạo bắc việt lúc đó vượt ra khỏi mẹ nó cái tầm của vũ_trụ rồi kkk,114
4.0,châu_chấu đá voi lòi ruột,25
4.0,giờ mới biết câu viral trên yt nhà tôi ba đời,45
4.0,góp_ý 1 chút là ad có_thể luân_phiên thay_thế nhạc nên khác nghe mãi 1 bài nps cũng làm nhàm_chán,97
3.0,chúng_con đời_đời nhớ ơn các anh_hùng dân_tộc chúc các cụ sức_khoẻ dẻo_dai hạnh_phúc cùng con_cháu_chắt yêu_thương,114
4.0,party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper party_popper,259
