"Fixed_Comment","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at" 
"Cha mình mất năm 1975 Đến giờ vẫn chưa tìm được mộ crying_face",534,"1","2024-12-09T15:00:34.863562Z",532,1.63,"Sad","2024-12-09T15:00:34.863562Z"
"xuasaigon4665 thoi_thóp á mình về lật_đổ hộ t cái m tưởng đi ăn_xin là nó cho à chư_hầu ở DNA đầy kìa sao nó đéo ưu_đãi không cho vậy cs ở VN nó không còn là đơn_thuần sc theo kiểu LX đâu e à",535,"1","2024-12-09T15:00:40.959999Z",533,5.74,"Neutral","2024-12-09T15:00:40.959999Z"
"kênh này dạy lịch_sử hay hơn mấy thầy cô của tôi",536,"1","2024-12-09T15:00:43.178778Z",534,1.871,"Neutral","2024-12-09T15:00:43.178778Z"
"Thật tuyệt_vời về ý_chí quyết_tâm đánh_bại thực_dân Pháp ở mặt_trận Điện_Biên_Phủ và trên toàn cõi Đông_Dương Hàng chục vạn dân_công hoả_tuyến được huy_động hàng trăm km hào giao_thông chiến_đấu được đào một người trên một chuyến xe_đạp thồ đi bộ hàng trăm km tải hàng trăm không hàng_hoá thuốc_men lương_thực thực_phẩm vũ_khí khí tài_nguyên nhiên_liệu những con_người tiêu_biểu quai liên_tục 3000 nhát búa khoét núi xuyên hầm tất_cả tất_cả đã thể_hiện ý_chí khát_vọng độc_lập tự_do cho Tổ_quốc hoà_bình hạnh_phúc cho nhân_dân và cuối_cùng chúng_ta đã giành thắng_lợi vẻ_vang Không biết nói gì hơn chỉ biết rằng RẤT TRÂN_TRỌNG RẤT TỰ_HÀO VỀ MỘT CHIẾN_THẮNG MỘT KỲ_TÍCH GIƯỜNG NHƯ KHÔNG_TƯỞNG",537,"1","2024-12-09T15:00:44.575613Z",535,1.042,"Neutral","2024-12-09T15:00:44.575613Z"
"chillllinggg2829 chết từ 2 4 triệu là cả lính và dân_thường bị chết do đánh nhau bom_đạn tại bạn rắn cắn sốt_rét chứ không phải nguyên đánh nhau với VNCH và Mỹ Nếu mà bắn nhau kiểu tay đôi k bom dải_thảm k máy_bay thì Quân_Đội VN không tổn_thất nặng như thế và lính Mỹ cũng không chỉ có 58000",538,"1","2024-12-09T15:00:47.856252Z",536,2.932,"Neutral","2024-12-09T15:00:47.856252Z"
"Trận Mậu thân là tiền_đề mà về sau 2 mien thống_nhất quá nhiê u mất_mát vài tháng bác mất đau càng đau",539,"1","2024-12-09T15:00:50.944222Z",537,2.742,"Sad","2024-12-09T15:00:50.944222Z"
"Đánh_My_cut my nhào bay giờ sáng_mắt rồi dân khổ quá có đất xây_dựng nhà cũng không được giấy thì không ai phê_duyệt cấp",540,"1","2024-12-09T15:00:54.110364Z",538,2.79,"Neutral","2024-12-09T15:00:54.110364Z"
"Thời đó khó_khăn gian_khổ mà sinh ra những con_người xuất_chúng nhìn xa trông rộng Cảm_phục và biết_ơn những anh_hùng dân toicj",541,"1","2024-12-09T15:00:58.298469Z",539,2.569,"Neutral","2024-12-09T15:00:58.298469Z"
"mình đùa t đấy à",542,"1","2024-12-09T15:01:10.318636Z",540,5.618,"Neutral","2024-12-09T15:01:10.318636Z"
"Một video tuyệt_vời Hãy luôn nhớ những ngày_tháng hào_hùng đã qua Đừng để kẻ_thù hiện_đại dùng truyền_thông nhằm sai_lệch quá_khứ Nhớ rằng Máu và nước_mắt của cha_ông mới mang lại bình_yên chứ không phải mấy quả dân_chủ kiểu phương Tây kia",543,"1","2024-12-09T15:01:11.685740Z",541,1.02,"Neutral","2024-12-09T15:01:11.685740Z"
"nguyentronghien9360 thì quân tần đến quân Hán đến quân Nguyên đến quân minh đến quân mông cổ rồi đến năm 1972 quân Trung_Quốc trả đánh vào mấy tỉnh biên_giới phía Bắc Việt_Nam nó trả bị thua đau_đớn xác lính Trung_Quốc trả chặn_đứng dòng_chảy sông kì_cùng",544,"1","2024-12-09T15:01:14.745829Z",542,2.712,"Neutral","2024-12-09T15:01:14.745829Z"
"Chia 2 phe Hoàng_gia và Pathet Lào mà",545,"1","2024-12-09T15:01:16.196852Z",543,1.06,"Neutral","2024-12-09T15:01:16.196852Z"
"Nên viết hoa tên của các anh_hùng dân_tộc bạn nhé",546,"1","2024-12-09T15:01:17.520491Z",544,0.976,"Neutral","2024-12-09T15:01:17.520491Z"
"Trên bàn đàm_phán ở Pari có 4 phe tham_chiến Mỹ VNDCCH miền Bắc VN VNCH MTDTGPMN tham_dự nên gọi VNCH Quân của VNDCCH khi đánh không mang cờ đỏ sao vàng mà xử_dụng cờ xanh đỏ sao vàng của MTDTGPMN thì cũng đâu phải là chính_danh",547,"1","2024-12-09T15:01:19.823282Z",545,1.968,"Neutral","2024-12-09T15:01:19.823282Z"
"Quân_đội việt nam phải sản_xuất đc Tên_lửa pháo xe_tăng máy_bay tàu_chiến tàu_ngầm đặc_biệt là bom nguyên_tử và vũ_khí hạt_nhân thì trước khi xâm_lược nc ta nó phải nghĩ Căn_bản là việt nam còn nghèo lắm cán_bộ tham_nhũng thì nhiều cty_còn chốn thuế tôi chỉ mong tổng_bí_thư và thủ_tướng bộ_trưởng quốc_phòng mua và sản xuât vũ_khí thật nhiêu để bảo_vệ biển đảo và biên_giới cho đất_nước yên_bình",548,"1","2024-12-09T15:01:21.277185Z",546,1.104,"Neutral","2024-12-09T15:01:21.277185Z"
"zdawn5381 không đúng sao bạn",549,"1","2024-12-09T15:01:22.813151Z",547,1.188,"Neutral","2024-12-09T15:01:22.813151Z"
"maycung3274 lúc đấy mà đánh bay mỹ khỏi khe sanh thì giải_phóng xài gòn năm 1968 chứ không phải 1975 1 thằng tiềm_lực quân_sự mạnh nhất thế_giới với 1 bên chiến_đấu bằng tinh_thần giải_phóng dân_tộc mà thằng mỹ còn khốn_khổ Dù có hy_sinh mất_mát bao_nhiêu nhưng đổi lại đất_nước được thống_nhất được tự_do chứ không phải ăn_bám đu càng để chạy khỏi quê_hương",550,"1","2024-12-09T15:01:23.952645Z",548,0.799,"Neutral","2024-12-09T15:01:23.952645Z"
"Như kiểu xưa tham_gia chiến_trận Chi Lăng Bạch_Đăng Bạn tự_hào có người_thân là nhân_chứng lịch_sử hào_hùng của dân_tộc",551,"1","2024-12-09T15:01:29.063346Z",549,4.752,"Proud","2024-12-09T15:01:29.063346Z"
"Hay qua tuyê t vơ i tư ha o viê t_nam",552,"1","2024-12-09T15:01:31.068046Z",550,1.631,"Proud","2024-12-09T15:01:31.068046Z"
"Cảm_ơn kênh đã cho khán_giả những thước phim hay ôn lại những khí_phách hào_hùng của dân_tộc mà cha_ông ta đã đổ bao xương_máu để có ngày hôm_nay được sống bình_yên hạnh_phúc là thế_hệ tiếp_theo phải noi gương để xây_dựng bảo_vệ đất_nước và phải ghi_nhớ công_ơn những anh_hùng liệt_sĩ",553,"1","2024-12-09T15:01:33.247882Z",551,1.831,"Thankful","2024-12-09T15:01:33.247882Z"
"chơi với tàu hay nga loanh_quanh mất đất với đảo ngay",554,"1","2024-12-09T15:01:35.332140Z",552,1.746,"Neutral","2024-12-09T15:01:35.332140Z"
"không biet trong chien thang 1975 Quan doi VN thu duoc bao nhieu xe tang may o to ten khai phao ma không thay noi den nhi",555,"1","2024-12-09T15:01:38.299974Z",553,2.621,"Neutral","2024-12-09T15:01:38.299974Z"
"tính trên đầu mỗi lính VNCH là 20 quả lựu_đạn Còn họ mang vác kiểu gì thì còn nhiều cách lắm",556,"1","2024-12-09T15:01:41.615211Z",554,2.977,"Neutral","2024-12-09T15:01:41.615211Z"
"Sau đợt 1 thì quân_chủ_lực ta đã hi_sinh gần hết rồi Còn lại mãi đợt 2 đợt 3 toàn là sinh_viên học_sinh Họ chỉ còn cái danh là đơn_vị tinh_nhuệ nhất nhưng lính chỉ là tân_binh đào_tạo gấp vài tuần đã vào chiến_trường Có rất nhiều người chưa qua được sông vào thành cổ đã mãi_mãi nằm lại rồi",557,"1","2024-12-09T15:01:42.766687Z",555,0.805,"Neutral","2024-12-09T15:01:42.766687Z"
"cho chiếm được Hà_Nội luôn nhé Việt_Nam chơi đánh du_kích cắt hậu_cần từ chính_quốc kế hợp với chiến vườn không nhà trống chiếm được nhưng trụ được bao_lâu thương_vong thiệt_hại bao_nhiêu thì đã rõ chơi đóng của thả chó chưa tính mấy quân_đoàn điều_động từ trung bộ và tây nguyên chơi đánh tiêu_hao bào_mòn dần TQ vì địa_hình VN phát_triển chiều dọc từ bắc vào nam mà rất thích_hợp cho chiến_tranh tiêu_hao",558,"1","2024-12-09T15:01:44.688462Z",556,1.576,"Neutral","2024-12-09T15:01:44.688462Z"
"Cảm_ơn những người mẹ Việt_Nam anh_hùng đã sinh ra những người con đã anh_dũng hy_sinh vì tổ_quốc Việt_Nam thân_yêu và đã sinh ra nhiều vị tướng tài_ba suất chúng để bảo_vệ đất_nước Việt_Nam thân_yêu của chúng_ta Việt_Nam độc_lập tự_do và hạnh_phúc muôn_năm",559,"1","2024-12-09T15:01:47.020228Z",557,1.973,"Thankful","2024-12-09T15:01:47.020228Z"
"Công của Cả 1 mạng_lưới cả hàng trăm điệp_viên nhưng nòng_cốt vẫn là X6 Phạm_Xuân_Ẩn",560,"1","2024-12-09T15:01:50.951119Z",558,3.571,"Thankful","2024-12-09T15:01:50.951119Z"
"Nói thật tướng tấn cầm_quân kém hơn so với tướng trưởng đó là một sự_thật",561,"1","2024-12-09T15:01:54.089176Z",559,2.791,"Neutral","2024-12-09T15:01:54.089176Z"
"Đấy là kiểu vỏ quýt dày có móng tay nhọn đấy face_with_tears_of_joy",562,"1","2024-12-09T15:01:57.598426Z",560,3.152,"Neutral","2024-12-09T15:01:57.598426Z"
"Sạo ke Vn Bị một ngàn năm nô_lệ giặc tàu Tàu cộng sẽ cho 200 triệu người chiến_đấu với toàn_bộ dân việt nam khoảng 100 triệu Vậy là gì để vn thắng Hết người để chiến_đấu trong khi tàu cộng còn lại khoảng 1 2 tỷ dân",563,"1","2024-12-09T15:01:59.525956Z",561,1.587,"Neutral","2024-12-09T15:01:59.525956Z"
"Người Mỹ sai_lầm ở khe sanh cùng chơi nhau quân_chủ lịch Cái sai_lầm chết người của người Mỹ đay làm chiến_tranh nhân_dân vì đã là chiến_tranh nhân_dân đều là chủ_lực hết Hai quan VNCH nói cho nhanh là quan tổng_hợp chiến_đấu không có lý_tưởng chỉ thích gái và tiền Đánh_đấm cái gì Giá_như người Mỹ đõ ngu đi phải xem người Pháp thua vì đâu công với lịch_sử của dân_tộc đó thì ngừng ngay hòa hảo hợp_tác làm_ăn hai bên cùng có lợi thì không có thanh_niên mỹ chết một_cách nhục_nhã Có cái chết của thanh_niên mỹ chết cho ai một_số hiểu ra chiến_tranh phi_nghĩa quá muộn",564,"1","2024-12-09T15:02:00.698992Z",562,0.827,"Neutral","2024-12-09T15:02:00.698992Z"
"Ng ta nói nghĩa_bóng là 2 tiếng sẽ tới Ý của họ là quân_đội tq sẽ chiến_thắng quân_đội VN 1 cách nhanh_chóng",565,"1","2024-12-09T15:02:02.827566Z",563,1.777,"Neutral","2024-12-09T15:02:02.827566Z"
"Tôi là Tb ccb vc cũng xem_lại 1 thời khói_lửa năm xưa",566,"1","2024-12-09T15:02:04.738023Z",564,1.563,"Neutral","2024-12-09T15:02:04.738023Z"
"Có huy trương chống pháp chống Mĩ nhưng lại không có chống tầu Hơn 60 ngàn quân_dân đã chết và hy_sinh tại cuộc_chiến sâm lược cuẩ trung quốc vào Việt_Nam 17 2 1979",567,"1","2024-12-09T15:02:06.413478Z",565,1.332,"Neutral","2024-12-09T15:02:06.413478Z"
"Đúng là không mang não khi xem clip rồi",568,"1","2024-12-09T15:02:09.147411Z",566,2.398,"Neutral","2024-12-09T15:02:09.147411Z"
"Anh có_thể thắng một quân_đội nhưng không_thể thắng một dân_tộc hiểu chưa",569,"1","2024-12-09T15:02:11.132864Z",567,1.606,"Neutral","2024-12-09T15:02:11.132864Z"
"Đời_đời nhớ ơn các anh_hùng liệt_sĩ đã mang lại hoà_bình cho đất_nước",570,"1","2024-12-09T15:02:12.935975Z",568,1.445,"Thankful","2024-12-09T15:02:12.935975Z"
"Mới_đây Nguyễn_Xuân_Phúc Phạm_Minh Chính qua Mỹ kêu_gọi giúp_đỡ và Mỹ giúp cho đến nay cũng tới 20 triệu liều vắc xin cho người dân VIỆT NAM Vắc xin TQ thì mình phải mua do công_ty mua 500 ngàn liều Những người Việt_bỏ chạy năm nào thì sau_này được gọi là KHÚC RUỘT NGÀN DẶM Và khúc ruột này theo báo_chí loan tãi thì mỗi năm gửi về 2 TỈ ĐÔ_LA",571,"1","2024-12-09T15:02:14.624768Z",569,1.34,"Neutral","2024-12-09T15:02:14.624768Z"
"Hình_như cũng có 1 tấm biển cổ_động ngay vòng xoay chợ bến thành có chữ bảo_vệ miền nam giải_phóng miền bắc thì phải Không biết có nhớ nhầm không",572,"1","2024-12-09T15:02:17.338941Z",570,2.36,"Neutral","2024-12-09T15:02:17.338941Z"
"Cháu khóc và khóc rất nhiều bác ơi Cám_ơn bác và tất_cả các cô các chú các bác đã quá gian_khổ hy_sinh cho sự tự_do của dân_tộc VN ta red_heart",573,"1","2024-12-09T15:02:20.727878Z",571,3.028,"Sad","2024-12-09T15:02:20.727878Z"
"Trong đoàn quân tiến về xài gòn Có Bố mình và đồng_đội smiling_face_with_hearts",574,"1","2024-12-09T15:02:32.463212Z",572,11.389,"Proud","2024-12-09T15:02:32.463212Z"
"trang này chủ_yếu nâng bi VN không công_tâm như Jh GO nên kênh không phát_triển bằng",575,"1","2024-12-09T15:02:39.565392Z",573,6.719,"Neutral","2024-12-09T15:02:39.565392Z"
"2 bác tôi đều tham_gia chiến_dịch hcm Đều trở về với nhiều vết_thương do bom_đạn Nhưng thật không may cho đồng_đội các bác phần_lớn đều hy_sinh",576,"1","2024-12-09T15:04:05.993313Z",574,86.05,"Neutral","2024-12-09T15:04:05.993313Z"
"ngày_xưa tổng_động viện ai ở nhà không yên_lòng xin đi không à",577,"1","2024-12-09T15:04:15.440888Z",575,9.09,"Neutral","2024-12-09T15:04:15.440888Z"
"Chú ở 20p13 ngã buồn_cười ghê Sory_nha",578,"1","2024-12-09T15:04:16.745515Z",576,0.924,"Neutral","2024-12-09T15:04:16.746514Z"
"maycung3274 các bạn với những người bạn Mĩ của mình thì ghê rồi Đ",579,"1","2024-12-09T15:04:18.594680Z",577,1.477,"Neutral","2024-12-09T15:04:18.594680Z"
"Lich su viet nam rat hay",580,"1","2024-12-09T15:04:21.241374Z",578,2.297,"Proud","2024-12-09T15:04:21.241374Z"
"Cha_ông ta mạnh thế này hèn gì bọn pôn xờ pốt với bọn thái dúi phải tử thủ là đúng rồi nể phục Sao những trận này lại không thành phim nhỉ Toàn thấy đầu_tư những phim gì đâu toàn thiếu vải là nhiều",581,"1","2024-12-09T15:04:23.124883Z",579,1.532,"Thankful","2024-12-09T15:04:23.124883Z"
"Có bạn gọi ông là Bất bại_tướng quân theo tôi là Bất_bại Đại_tướng quân",582,"1","2024-12-09T15:04:25.545177Z",580,2.079,"Proud","2024-12-09T15:04:25.545177Z"
"Trong tương_lai kênh nên làm thêm bản_đồ chỉ rõ hướng tấn_công cho người xem dễ hình_dung chứ còn chỉ đọc với post mấy cái video cũ lên xem nhiều nhàm và người xem cũng khó mà hình_dung được diễn_biến",583,"1","2024-12-09T15:04:27.255445Z",581,1.362,"Neutral","2024-12-09T15:04:27.255445Z"
"Đề_nghị kênh không lòng ghép quản_cáo Quản_cáo rất nhiều làm_phiền",584,"1","2024-12-09T15:04:28.742544Z",582,1.143,"Neutral","2024-12-09T15:04:28.742544Z"
"ducanhhoang5267 thắng thì chết v đúg r",585,"1","2024-12-09T15:04:30.301183Z",583,1.192,"Neutral","2024-12-09T15:04:30.301183Z"
"Một bên chiến_đấu vì lý_tưởng cao_cả và một bên chiến_đấu vì tiền Thế_thì làm_sao có được tinh_thần và khi thế như bên chiến_đấu vì lý_tưởng Trông mấy cái thằng VNCH ăn_mặc trông chán vkl",586,"1","2024-12-09T15:04:34.054098Z",584,3.398,"Neutral","2024-12-09T15:04:34.054098Z"
"Tôi đọc trong các sách của các nhà_văn thời đó viết lại ngày đó giết được tây là một điều gì đó rất vinh_quang",587,"1","2024-12-09T15:04:38.037181Z",585,3.634,"Neutral","2024-12-09T15:04:38.037181Z"
"ngockyinh2497 xin_lỗi nhé chửi nhầm người",588,"1","2024-12-09T15:04:39.467161Z",586,1.07,"Neutral","2024-12-09T15:04:39.467161Z"
"càng xem mấy video này càng cay cái vụ con Hiệu_Trưởng trường nước_ngoài Người mỹ cũng khổ Gọi cả họ nó vào xem Mỹ nó làm gì",589,"1","2024-12-09T15:04:40.983517Z",587,1.155,"Neutral","2024-12-09T15:04:40.983517Z"
"Bạn tự_hào có bố anh hùng dũng_cảm_diệt Mỹ_ngụy",590,"1","2024-12-09T15:04:43.193751Z",588,1.849,"Neutral","2024-12-09T15:04:43.193751Z"
"high_voltage high_voltage face_blowing_a_kiss face_holding_back_tears smiling_face_with_hearts star struck star struck smiling_face_with_heart eyes face_blowing_a_kiss smiling_face_with_tear confused_face slightly_frowning_face frowning_face frowning_face angry_face angry_face_with_horns angry_face_with_horns smiling_face_with_horns clown_face goblin ogre ogre robot grinning_cat dizzy ZZZ sweat_droplets collision cat_with_wry_smile glowing_star collision broken_heart heart_on_fire anatomical_heart right facing_fist left facing_fist leftwards_hand raising_hands leg leftwards_pushing_hand",591,"1","2024-12-09T15:04:44.553677Z",589,1.014,"Neutral","2024-12-09T15:04:44.553677Z"
"Sinh ới chúng_mình tham_gia chiến_trường đường chín khe sanh mậu thân 68 hiênnay còn đang sống ở c Triệu_sơn sinh này bọn mình tha Gia từ đầu chiến_dịch cho đến lúc mỹ rút khỏi tà cơn bọn mình mới được rút ra bắc sinh nhớ này chiến dich mở_màn là trung_đoàn 66 304 đánh căn_cứ đich đóng ở thi trấn hướng_hóa khe xanh cùng đêm đó",592,"1","2024-12-09T15:04:45.974681Z",590,1.027,"Neutral","2024-12-09T15:04:45.974681Z"
"Nếu không phải hỏa_lực của mẽo quá mạnh thì trận khe sanh là mồ chôn quân mẽo Vì đơn_giản mẽo phải đối_mặt với sở_trường của dân_tộc ta hàng nghìn năm qua",593,"1","2024-12-09T15:04:50.527456Z",591,4.197,"Proud","2024-12-09T15:04:50.527456Z"
"Nghệ_thuật tạo thế và chớp thời_cơ của các tướng_lĩnh quân_đội nhân_dân Việt_Nam",594,"1","2024-12-09T15:04:52.756093Z",592,1.878,"Neutral","2024-12-09T15:04:52.756093Z"
"Có vị Sư nói Đại_tướng VNG là người ở Cung_Trời Đao_Lợi về VN",595,"1","2024-12-09T15:04:57.060649Z",593,3.955,"Neutral","2024-12-09T15:04:57.060649Z"
"Phải nói những anh_hùng trc đây thông_minh anh_dũng vũ_khí bọn nó hơn gấp vạn lần mà VN vẫn thắng",596,"1","2024-12-09T15:05:01.545445Z",594,4.124,"Proud","2024-12-09T15:05:01.545445Z"
"Cứ thông_lệ 30 4 hàng năm lại mò vào đây xem từ đầu tới cuối Luôn nhớ ơn và khâm_phục chiến_công của ông_cha ta",597,"1","2024-12-09T15:05:05.405274Z",595,3.506,"Proud","2024-12-09T15:05:05.405274Z"
"Tiến được tới HN thì 60 vạn quân chỉ còn được 60 người cắn trộm được miếng khoe dạy cho VN bài_học",598,"1","2024-12-09T15:05:11.194301Z",596,5.431,"Neutral","2024-12-09T15:05:11.194301Z"
"Bố mình cũng nằm tại cầu đầu mầu quảng_trị năm 1964 đến nay vẫn chưa tìm thấy mộ lúc đó mình còn trong bụng mẹ mới được 2 tháng trước lúc bố nhập_ngũ bố dăn mẹ nếu sinh con_trai đặt tên là HÙNG con_gái đặt tên là TRÚC đúng như lời bố dăn sinh con_gái me đặt mình tên là TRÚC",599,"1","2024-12-09T15:05:15.990927Z",597,4.368,"Thankful","2024-12-09T15:05:15.990927Z"
"Chuyện Mỹ thua Việt_Nam là quá rõ nên nước nào muốn ăn_thua với Việt_Nam thì bỏ yếu đinh mất tinh người đó đi nha",600,"1","2024-12-09T15:05:24.346129Z",598,7.944,"Proud","2024-12-09T15:05:24.346129Z"
"Ông Lê Trọng Tấn là một vị tướng tài_giỏi của Việt_Nam_ta",601,"1","2024-12-09T15:05:26.862738Z",599,2.142,"Proud","2024-12-09T15:05:26.862738Z"
"Trận này là đánh với mỹ mà",602,"1","2024-12-09T15:05:29.623551Z",600,2.381,"Neutral","2024-12-09T15:05:29.623551Z"
"Thị_Quyên_Vũ HELLO DEAR I REPEAT TO YOU THE SECOND TIME YOU NEED TO WRITE CORRECT IN VIETNAMESE LANGUAGE AND POLITELY ON YOUTUBE CÁI GÌ LÀ 3q cali LỜI NÓI ĐÁNH_GIÁ CON_NGƯỜI CỦA YOU ĐÓ ĐỪNG ĐỂ NGƯỜI CƯỜI LÀ YOU DỐT CHỬ DỐT NHÂN_CÁCH OK CỘNG_SẢN BẮC VIỆT CHIẾM ĐƯỢC MIỀN NAM VIỆTNAM THÌ GIỐNG_NÒI CON_CHÁU CỦA CỘNG_SẢN VIỆTNAM CÓ TRÁCH_NHIỆM TRUNG_THÀNH VỚI TỔ_QUỐC VIỆTNAM KHÔNG ĐƯỢC RỜI BỎ VIỆTNAM KHÔNG ĐƯỢC CHAY SANG CẦU TIẾN Ở ĐẤT MỸ CÁC QUỐC_GIA KHÁC",603,"1","2024-12-09T15:05:37.745367Z",601,7.756,"Neutral","2024-12-09T15:05:37.745367Z"
"ghê thật không biết các cụ ngày_xưa làm thế_nào mà đánh Mỹ Mỹ mạnh thế cơ_mà qua tự_hào",604,"1","2024-12-09T15:05:42.180515Z",602,4.064,"Proud","2024-12-09T15:05:42.180515Z"
"Bộ_đội việt nam giỏi chiến_đấu dủng cảm giải_phóng hết trận_địa này rồi lại trận_địa khác quá dủng cảm_quả giỏi",605,"1","2024-12-09T15:05:45.501873Z",603,2.938,"Thankful","2024-12-09T15:05:45.501873Z"
"Chúc ông thật nhiều sức_khoẻ cảm_ơn ông vì những gì ông đã làm cho đất_nước được như ngày hôm_nay red_heart",606,"1","2024-12-09T15:05:47.249166Z",604,1.353,"Thankful","2024-12-09T15:05:47.249166Z"
"mày nói nghe đơn_giản vậy cả hệ_thống cùng_khổ Chúng_mày biết gì mà nói",607,"1","2024-12-09T15:05:49.206634Z",605,1.603,"Neutral","2024-12-09T15:05:49.206634Z"
"khueto6903 đừng nói 64 không hoàn_thành nhiệm_vụ mà họ thiệt_hại quá nặng phải rút ra đưa 48 vào thay chân còn 64 phải rút củng_cố lại",608,"1","2024-12-09T15:05:50.913139Z",606,1.352,"Neutral","2024-12-09T15:05:50.913139Z"
"Còn cả thanh_niên nông_thôn nữa chứ thiếu xót quá",609,"1","2024-12-09T15:05:53.032653Z",607,1.75,"Sad","2024-12-09T15:05:53.032653Z"
"QGP chẳng bao_giờ đầu_hàng nhỉ Quyết đánh đến người cuối_cùng đúng là ý_chí còn cứng hơn sắt_đá",610,"1","2024-12-09T15:06:00.485442Z",608,7.08,"Thankful","2024-12-09T15:06:00.485442Z"
"Bạn nên nói theo lối kể chuyện nói nhanh quá không hiểu được với không có cảm_xúc",611,"1","2024-12-09T15:06:03.043750Z",609,2.184,"Neutral","2024-12-09T15:06:03.043750Z"
"Cảm_ơn ông_cha ta đã hy_sinh cho đất_nước để có ngày hôm_nay Cảm_phuc va tự_hào quá",612,"1","2024-12-09T15:06:06.763818Z",610,3.353,"Proud","2024-12-09T15:06:06.763818Z"
"Đánh để chiếm ưu_thế trên bàn đàm_phán",613,"1","2024-12-09T15:06:09.135103Z",611,1.776,"Neutral","2024-12-09T15:06:09.135103Z"
"Súc động quá đời_đời nhớ ơn các anh_hùng liệt_sĩ tôi yêu việt_nam",614,"1","2024-12-09T15:06:14.617881Z",612,5.108,"Thankful","2024-12-09T15:06:14.617881Z"
"Kênh rất bổ_ích cho mọi thế_hệ về sau",615,"1","2024-12-09T15:06:16.489004Z",613,1.421,"Neutral","2024-12-09T15:06:16.489004Z"
"cả dtoc biết_ơn gd bạn chúc b cùng gd sk hp tcong",616,"1","2024-12-09T15:06:20.918394Z",614,4.063,"Thankful","2024-12-09T15:06:20.918394Z"
"Tai_sao minh cu thich giết người Trung_Quốc tren dat việt",617,"1","2024-12-09T15:06:23.496578Z",615,2.198,"Neutral","2024-12-09T15:06:23.496578Z"
"thaidoanle9311 nhưng Bác biết nhìn người nhìn thấu tâm_can dã_tâm của bọn thực_dân đế_quốc và bè_lũ tay_sai VNCH",618,"1","2024-12-09T15:06:26.031614Z",616,2.102,"Neutral","2024-12-09T15:06:26.031614Z"
"Đề_nghị kênh không lòng ghép quản_cáo",619,"1","2024-12-09T15:06:28.617910Z",617,2.217,"Neutral","2024-12-09T15:06:28.617910Z"
"zany_face zany_face zany_face skull_and_crossbones skull_and_crossbones skull_and_crossbones",620,"1","2024-12-09T15:06:29.865526Z",618,0.884,"Neutral","2024-12-09T15:06:29.865526Z"
"quân_đội việt nam đâu dễ để ai bắt_nạt được không có gì quý hơn độc_lập tự_do",621,"1","2024-12-09T15:06:33.860666Z",619,3.614,"Proud","2024-12-09T15:06:33.860666Z"
"nampanda3674 Trung_Quốc không muốn chiếm đất mà muốn hạ_bệ nền kinh_tế Việt_Nam và Liên_Xô cuối_cùng Liên_Xô tan_rã kinh_tế Việt_Nam sụp_đổ Trung_Quốc và Mỹ trở_thành bạn tốt kết_quả tuyệt_vời",622,"1","2024-12-09T15:06:35.306611Z",620,1.051,"Neutral","2024-12-09T15:06:35.306611Z"
"Ui_Sao không đung không_quân hỗ_trợ cho bộ_binh để bô binh ta hi_sinh nhiêu Mạnh lịch cái gì thì dùng cái đó chứ",623,"1","2024-12-09T15:06:37.795213Z",621,2.108,"Neutral","2024-12-09T15:06:37.795213Z"
"Lúc đó binh_đoàn Hương_Giang Quân_Đoàn 2 bây_giờ đã ra không chạy nhanh quân ta chả san bằng hết khi mà vũ_khí từ lúc đánh Mỹ đang có nhiều lực_lượng quân ta đang thiện_chiến Tổng_kho vũ_khí long bình còn chưa được khai_thác hết",624,"1","2024-12-09T15:06:39.252799Z",622,1.083,"Neutral","2024-12-09T15:06:39.252799Z"
"vị tướng tài_giỏi cao_ráo đẹp_trai nụ cười hiền_hậu VN có chất riêng",625,"1","2024-12-09T15:06:42.648196Z",623,3.004,"Neutral","2024-12-09T15:06:42.648196Z"
"phiaka880 Mày ngáo à Bố của tao sn 1942 năm nay 82 tuổi nhưng chơi Facebook và zalo còn nhiều hơn tao",626,"1","2024-12-09T15:06:44.874349Z",624,1.849,"Neutral","2024-12-09T15:06:44.874349Z"
"Ông tôi đi đánh mấy năm rồi vẫn sống bay giờ dịch rồi không thăm được ông",627,"1","2024-12-09T15:06:48.918462Z",625,3.659,"Thankful","2024-12-09T15:06:48.918462Z"
"Dùng từ cho đúng đi bạn_đọc từ cứng_đầu và máu liều của bạn nó thật_sự phản_cảm",628,"1","2024-12-09T15:06:51.009349Z",626,1.712,"Neutral","2024-12-09T15:06:51.010350Z"
"ẹc tự nói thoii khắp nơi dồn về đánh chứ riêng gì 48",629,"1","2024-12-09T15:06:53.251938Z",627,1.852,"Neutral","2024-12-09T15:06:53.251938Z"
"stevenvan8703 tao cũng chỉ là người dân bình_thường và tao đang sống rất hạnh_phúc còn bọn ngụy chúng_mày thì đưa người mỹ vào giết người việt_thế có phải là bất_nhân bất_nghĩa không",630,"1","2024-12-09T15:06:55.634958Z",628,2.019,"Neutral","2024-12-09T15:06:55.634958Z"
"zdawn5381 nhìn lại bản_đồ Trung_Quốc xem cứ qua mỗi thời_đại lại lấn_chiếm thêm một phần đất của dân_tộc khác cảng ngày nó càng phình to ra",631,"1","2024-12-09T15:06:58.187444Z",629,2.184,"Neutral","2024-12-09T15:06:58.187444Z"
